sample_index,environment,path_num,method,lr,step,obstacle,curvature,curvature_max,out_of_bound,endpoint,weighted_obstacle,weighted_curvature,weighted_out_of_bound,weighted_endpoint,feasible,smoothness,jerk,quality,total,cost,dangerous_ratio,unsafe_margin_ratio,min_esdf,path_length,curvature_violation_ratio,control_oob_ratio,control_oob_max
47,env000015,19,R,0.03,50,0.7100146412849426,0.0324336513876915,1.545710802078247,0.0,0.00248209061101079,0.7100146412849426,0.008108412846922874,0.0,0.00248209061101079,0.720605194568634,0.0008078895043581724,0.00039319045026786625,0.00039319045026786625,0.7206052541732788,0.7206052541732788,0.029999999329447746,0.03999999910593033,-0.5097854137420654,19.15146827697754,0.030612245202064514,0.0,0.0
48,env000064,8,R,0.03,50,1.6187881231307983,0.0,1.3754242658615112,0.0,0.004094432573765516,1.6187881231307983,0.0,0.0,0.004094432573765516,1.622882604598999,0.0007043933728709817,0.00027029652846977115,0.00027029652846977115,1.622882604598999,1.622882604598999,0.05999999865889549,0.05999999865889549,-0.8014622330665588,14.926534652709961,0.0,0.0,0.0
49,env000070,12,R,0.03,50,2.3450722694396973,0.10137073695659637,1.6815849542617798,0.0,0.02550233155488968,2.3450722694396973,0.025342684239149094,0.0,0.02550233155488968,2.3959174156188965,0.0007935537141747773,0.0002838436630554497,0.0002838436630554497,2.3959174156188965,2.3959174156188965,0.07999999821186066,0.10999999940395355,-0.7825202941894531,14.390878677368164,0.030612245202064514,0.0,0.0
0,env000028,18,R,0.03,100,3.868716239929199,0.2006344497203827,2.134962320327759,0.0,0.017772644758224487,3.868716239929199,0.05015861243009567,0.0,0.017772644758224487,3.936647415161133,0.00306294159963727,0.001595541718415916,0.001595541718415916,3.936647653579712,3.936647653579712,0.1899999976158142,0.25999999046325684,-1.555902123451233,13.71638298034668,0.030612245202064514,0.0,0.0
1,env000053,3,R,0.03,100,3.793557643890381,0.4791308343410492,4.753695487976074,0.0,0.18086810410022736,3.793557643890381,0.1197827085852623,0.0,0.18086810410022736,4.094208240509033,0.0032533060293644667,0.002222934737801552,0.002222934737801552,4.094208240509033,4.094208240509033,0.07000000029802322,0.07000000029802322,-1.409749150276184,21.15369987487793,0.020408162847161293,0.0,0.0
2,env000071,1,R,0.03,100,2.5996432304382324,0.03137507289648056,1.619625449180603,0.0,0.011066196486353874,2.5996432304382324,0.00784376822412014,0.0,0.011066196486353874,2.6185531616210938,0.00185592588968575,0.0006730958120897412,0.0006730958120897412,2.6185531616210938,2.6185531616210938,0.05999999865889549,0.05999999865889549,-1.2955002784729004,21.265344619750977,0.010204081423580647,0.0,0.0
3,env000098,15,R,0.03,100,0.08123718947172165,0.6676316857337952,2.847273111343384,0.0,0.09279710799455643,0.08123718947172165,0.1669079214334488,0.0,0.09279710799455643,0.3409422039985657,0.0022542995866388083,0.001085190917365253,0.001085190917365253,0.3409423232078552,0.3409423232078552,0.0,0.0,0.22874148190021515,18.64276885986328,0.0714285746216774,0.0,0.0
4,env000079,19,R,0.03,100,0.8824840188026428,0.0,1.1944501399993896,0.0,0.31206730008125305,0.8824840188026428,0.0,0.0,0.31206730008125305,1.1945513486862183,0.00276950909756124,0.0004545333213172853,0.0004545333213172853,1.1945513486862183,1.1945513486862183,0.019999999552965164,0.019999999552965164,-0.9088155627250671,26.762081146240234,0.0,0.0,0.0
5,env000064,16,R,0.03,100,2.9998130798339844,1.560111403465271,6.2149457931518555,0.0,0.08148904889822006,2.9998130798339844,0.39002785086631775,0.0,0.08148904889822006,3.471329927444458,0.008018466643989086,0.0072497171349823475,0.0072497171349823475,3.4713306427001953,3.4713306427001953,0.07999999821186066,0.10000000149011612,-1.3050174713134766,21.893638610839844,0.13265305757522583,0.0,0.0
6,env000073,2,R,0.03,100,2.994553804397583,0.010829162783920765,1.475804090499878,0.0,0.003469726536422968,2.994553804397583,0.0027072906959801912,0.0,0.003469726536422968,3.0007307529449463,0.0014695014106109738,0.0004394103598315269,0.0004394103598315269,3.0007307529449463,3.0007307529449463,0.09000000357627869,0.10999999940395355,-1.078575849533081,17.388439178466797,0.010204081423580647,0.0,0.0
7,env000098,8,R,0.03,100,0.6744580864906311,0.0,1.3576890230178833,0.0,0.7206781506538391,0.6744580864906311,0.0,0.0,0.7206781506538391,1.3951362371444702,0.001349703292362392,0.00033642808557488024,0.00033642808557488024,1.3951362371444702,1.3951362371444702,0.029999999329447746,0.03999999910593033,-0.37341687083244324,13.205155372619629,0.0,0.0,0.0
8,env000075,2,R,0.03,100,3.095717191696167,0.0,1.1882233619689941,0.0,0.4787548780441284,3.095717191696167,0.0,0.0,0.4787548780441284,3.574471950531006,0.0004847981035709381,0.00011470617027953267,0.00011470617027953267,3.574471950531006,3.574471950531006,0.14000000059604645,0.1599999964237213,-0.6730114817619324,14.097234725952148,0.0,0.0,0.0
9,env000096,17,R,0.03,100,1.8698478937149048,1.5433517694473267,3.675663471221924,0.0,0.09550465643405914,1.8698478937149048,0.38583794236183167,0.0,0.09550465643405914,2.3511905670166016,0.0018726021517068148,0.0008238704758696258,0.0008238704758696258,2.3511905670166016,2.3511905670166016,0.07999999821186066,0.11999999731779099,-0.5519102215766907,13.891829490661621,0.18367347121238708,0.0,0.0
10,env000064,13,R,0.03,100,2.0775372982025146,0.6605154275894165,3.700129985809326,0.0,0.08258925378322601,2.0775372982025146,0.16512885689735413,0.0,0.08258925378322601,2.3252553939819336,0.004011812154203653,0.0020315765868872404,0.0020315765868872404,2.3252556324005127,2.3252556324005127,0.09000000357627869,0.09000000357627869,-0.6010680198669434,21.408708572387695,0.030612245202064514,0.0,0.0
11,env000065,9,R,0.03,100,1.148220181465149,0.0,1.3607203960418701,0.0,0.003980027046054602,1.148220181465149,0.0,0.0,0.003980027046054602,1.1522002220153809,0.0008847197168506682,0.00017684623890090734,0.00017684623890090734,1.1522002220153809,1.1522002220153809,0.03999999910593033,0.05000000074505806,-0.7840019464492798,14.791337013244629,0.0,0.0,0.0
12,env000065,15,R,0.03,100,0.16849611699581146,0.0,1.224006175994873,0.0,0.16926737129688263,0.16849611699581146,0.0,0.0,0.16926737129688263,0.3377634882926941,0.0016429992392659187,0.00023196353868115693,0.00023196353868115693,0.3377635180950165,0.3377635180950165,0.009999999776482582,0.019999999552965164,-0.15158997476100922,22.309268951416016,0.0,0.0,0.0
13,env000040,9,R,0.03,100,2.3455755710601807,0.0,1.393919825553894,0.0,0.01110911276191473,2.3455755710601807,0.0,0.0,0.01110911276191473,2.356684684753418,0.001299000228755176,0.0003551715926732868,0.0003551715926732868,2.356684684753418,2.356684684753418,0.05999999865889549,0.05999999865889549,-1.3417319059371948,16.045875549316406,0.0,0.0,0.0
14,env000070,19,R,0.03,100,0.0006011491059325635,0.0,1.2648863792419434,0.0,0.003018867690116167,0.0006011491059325635,0.0,0.0,0.003018867690116167,0.0036200168542563915,0.0020832191221415997,0.0009655055473558605,0.0009655055473558605,0.003620113478973508,0.003620113478973508,0.0,0.0,0.7579761147499084,21.900699615478516,0.0,0.0,0.0
15,env000071,13,R,0.03,100,2.2241852283477783,0.0,1.3868703842163086,0.0,0.003631535219028592,2.2241852283477783,0.0,0.0,0.003631535219028592,2.2278168201446533,0.0018944995244964957,0.0006627627299167216,0.0006627627299167216,2.2278168201446533,2.2278168201446533,0.05000000074505806,0.05000000074505806,-1.3910819292068481,21.514286041259766,0.0,0.0,0.0
16,env000065,10,R,0.03,100,0.10395953804254532,0.0,1.344830870628357,0.0,0.22327841818332672,0.10395953804254532,0.0,0.0,0.22327841818332672,0.32723796367645264,0.002231308026239276,0.000995797454379499,0.000995797454379499,0.3272380530834198,0.3272380530834198,0.0,0.0,0.162139892578125,22.941165924072266,0.0,0.0,0.0
17,env000075,7,R,0.03,100,0.32900965213775635,1.3133971691131592,3.7907555103302,0.0,0.10865364223718643,0.32900965213775635,0.3283492922782898,0.0,0.10865364223718643,0.7660126090049744,0.0026826667599380016,0.0007975774351507425,0.0007975774351507425,0.7660126686096191,0.7660126686096191,0.009999999776482582,0.019999999552965164,-0.38661423325538635,22.25897216796875,0.06122449040412903,0.0,0.0
18,env000040,2,R,0.03,100,0.10889117419719696,0.08918609470129013,2.0243027210235596,0.0,0.002085408428683877,0.10889117419719696,0.022296523675322533,0.0,0.002085408428683877,0.13327309489250183,0.0017035042401403189,0.0016646173316985369,0.0016646173316985369,0.13327325880527496,0.13327325880527496,0.0,0.0,0.21044877171516418,24.21204948425293,0.010204081423580647,0.0,0.0
19,env000075,3,R,0.03,100,0.7513601183891296,0.8041458129882812,2.7526695728302,0.0,0.0028091997373849154,0.7513601183891296,0.2010364532470703,0.0,0.0028091997373849154,0.9552057981491089,0.0011394170578569174,0.00046509021194651723,0.00046509021194651723,0.9552058577537537,0.9552058577537537,0.029999999329447746,0.03999999910593033,-0.526926577091217,18.77556037902832,0.08163265138864517,0.0,0.0
20,env000053,7,R,0.03,100,0.7601827383041382,0.0,1.3940461874008179,0.0,0.003419344313442707,0.7601827383041382,0.0,0.0,0.003419344313442707,0.763602077960968,0.00182464683894068,0.0005485080764628947,0.0005485080764628947,0.7636021375656128,0.7636021375656128,0.029999999329447746,0.029999999329447746,-0.631645679473877,19.5870361328125,0.0,0.0,0.0
21,env000073,19,R,0.03,100,2.1089422702789307,1.469351887702942,4.579699993133545,0.0,0.012342540547251701,2.1089422702789307,0.3673379719257355,0.0,0.012342540547251701,2.4886226654052734,0.004037443548440933,0.0026592102367430925,0.0026592102367430925,2.4886229038238525,2.4886229038238525,0.07999999821186066,0.18000000715255737,-0.5607125163078308,16.859872817993164,0.0714285746216774,0.0,0.0
22,env000079,2,R,0.03,100,0.138482004404068,0.0,1.2589555978775024,0.0,0.028186911717057228,0.138482004404068,0.0,0.0,0.028186911717057228,0.16666892170906067,0.0018613719148561358,0.000835183949675411,0.000835183949675411,0.16666901111602783,0.16666901111602783,0.009999999776482582,0.009999999776482582,-0.045700084418058395,24.34564781188965,0.0,0.0,0.0
23,env000070,11,R,0.03,100,1.0914270877838135,0.04945790767669678,1.6212220191955566,0.0,0.0009334592614322901,1.0914270877838135,0.012364476919174194,0.0,0.0009334592614322901,1.1047250032424927,0.002622384112328291,0.00105180311948061,0.00105180311948061,1.1047251224517822,1.1047251224517822,0.029999999329447746,0.03999999910593033,-0.7690728902816772,20.415252685546875,0.020408162847161293,0.0,0.0
24,env000028,13,R,0.03,100,0.8976622223854065,0.07545659691095352,1.526775598526001,0.0,0.012725173495709896,0.8976622223854065,0.01886414922773838,0.0,0.012725173495709896,0.9292515516281128,0.001770936418324709,0.0005095034721307456,0.0005095034721307456,0.9292516112327576,0.9292516112327576,0.029999999329447746,0.029999999329447746,-0.6586113572120667,18.684894561767578,0.09183673560619354,0.0,0.0
25,env000079,12,R,0.03,100,1.00852370262146,0.041487596929073334,1.498966932296753,0.0,0.008769052103161812,1.00852370262146,0.010371899232268333,0.0,0.008769052103161812,1.0276646614074707,0.0010443368228152394,0.00035094929626211524,0.00035094929626211524,1.0276646614074707,1.0276646614074707,0.03999999910593033,0.05000000074505806,-0.5055211186408997,13.421382904052734,0.09183673560619354,0.0,0.0
26,env000028,14,R,0.03,100,1.266704797744751,0.0,1.38668954372406,0.0,0.19113005697727203,1.266704797744751,0.0,0.0,0.19113005697727203,1.4578348398208618,0.0010181701509281993,0.0001902797957882285,0.0001902797957882285,1.4578348398208618,1.4578348398208618,0.029999999329447746,0.029999999329447746,-0.9572450518608093,16.912036895751953,0.0,0.0,0.0
27,env000028,1,R,0.03,100,1.9664300680160522,0.0,1.3895927667617798,0.0,0.0012344238348305225,1.9664300680160522,0.0,0.0,0.0012344238348305225,1.9676644802093506,0.0014805480604991317,0.0005878662341274321,0.0005878662341274321,1.9676644802093506,1.9676644802093506,0.07999999821186066,0.10000000149011612,-0.5695205926895142,17.589242935180664,0.0,0.0,0.0
28,env000013,19,R,0.03,100,1.0798537731170654,0.5306158065795898,2.24048113822937,0.0,0.002375188749283552,1.0798537731170654,0.13265395164489746,0.0,0.002375188749283552,1.2148829698562622,0.0021108209621161222,0.000882655440364033,0.000882655440364033,1.2148830890655518,1.2148830890655518,0.05000000074505806,0.09000000357627869,-0.32550346851348877,15.968313217163086,0.13265305757522583,0.0,0.0
29,env000071,18,R,0.03,100,0.6440713405609131,0.5897597074508667,2.960674285888672,0.0,0.013075125403702259,0.6440713405609131,0.14743992686271667,0.0,0.013075125403702259,0.8045864105224609,0.002256203442811966,0.0011374098248779774,0.0011374098248779774,0.8045865297317505,0.8045865297317505,0.019999999552965164,0.029999999329447746,-0.41966861486434937,22.231901168823242,0.051020409911870956,0.0,0.0
30,env000098,1,R,0.03,100,1.1520342826843262,0.02791464328765869,1.4723641872406006,0.0,0.005001368001103401,1.1520342826843262,0.006978660821914673,0.0,0.005001368001103401,1.1640143394470215,0.0027094301767647266,0.0010501885553821921,0.0010501885553821921,1.164014458656311,1.164014458656311,0.05000000074505806,0.07000000029802322,-0.4117896258831024,21.984237670898438,0.040816325694322586,0.0,0.0
31,env000098,16,R,0.03,100,0.4832451641559601,0.3692076504230499,1.9834020137786865,0.0,0.0038666834589093924,0.4832451641559601,0.09230191260576248,0.0,0.0038666834589093924,0.5794137716293335,0.0022142529487609863,0.001169145223684609,0.001169145223684609,0.579413890838623,0.579413890838623,0.019999999552965164,0.019999999552965164,-0.3453994691371918,15.159100532531738,0.1734693944454193,0.0,0.0
32,env000096,12,R,0.03,100,1.0960007905960083,0.0032358646858483553,1.4226510524749756,0.0,0.0019588584545999765,1.0960007905960083,0.0008089661714620888,0.0,0.0019588584545999765,1.0987685918807983,0.002347887260839343,0.000986176310107112,0.000986176310107112,1.098768711090088,1.098768711090088,0.05000000074505806,0.05999999865889549,-0.4319137632846832,20.554866790771484,0.010204081423580647,0.0,0.0
33,env000079,8,R,0.03,100,1.5343854427337646,0.016263294965028763,1.513843059539795,0.0,0.048126496374607086,1.5343854427337646,0.004065823741257191,0.0,0.048126496374607086,1.5865777730941772,0.0018242906080558896,0.0003214744501747191,0.0003214744501747191,1.5865777730941772,1.5865777730941772,0.03999999910593033,0.05000000074505806,-0.7607563138008118,20.15835189819336,0.010204081423580647,0.0,0.0
34,env000099,0,R,0.03,100,1.9243755340576172,0.049164555966854095,1.674974799156189,0.0,0.003923393320292234,1.9243755340576172,0.012291138991713524,0.0,0.003923393320292234,1.9405901432037354,0.001930231461301446,0.0005316700553521514,0.0005316700553521514,1.9405901432037354,1.9405901432037354,0.07000000029802322,0.09000000357627869,-0.9855225682258606,17.86332893371582,0.020408162847161293,0.0,0.0
35,env000082,19,R,0.03,100,1.33579421043396,1.5005590915679932,4.330287456512451,0.0,0.1068299412727356,1.33579421043396,0.3751397728919983,0.0,0.1068299412727356,1.8177638053894043,0.003307310864329338,0.0017944484716281295,0.0017944484716281295,1.8177640438079834,1.8177640438079834,0.03999999910593033,0.03999999910593033,-0.8192340135574341,13.02071762084961,0.29591837525367737,0.0,0.0
36,env000099,14,R,0.03,100,0.09736547619104385,1.007666826248169,3.3845245838165283,0.0,0.2971113324165344,0.09736547619104385,0.25191670656204224,0.0,0.2971113324165344,0.6463935375213623,0.0035701394081115723,0.0008693074923940003,0.0008693074923940003,0.6463935971260071,0.6463935971260071,0.0,0.0,0.2044357806444168,21.417808532714844,0.0714285746216774,0.0,0.0
37,env000062,8,R,0.03,100,1.4032847881317139,1.2079130411148071,3.7878243923187256,0.0,0.0044875857420265675,1.4032847881317139,0.3019782602787018,0.0,0.0044875857420265675,1.7097506523132324,0.0037519624456763268,0.0026080270763486624,0.0026080270763486624,1.7097508907318115,1.7097508907318115,0.05000000074505806,0.07000000029802322,-0.543900728225708,21.066131591796875,0.13265305757522583,0.0,0.0
38,env000098,5,R,0.03,100,1.3666003942489624,0.0002325058012502268,1.401627540588379,0.0,0.009293800219893456,1.3666003942489624,5.81264503125567e-05,0.0,0.009293800219893456,1.3759523630142212,0.0019211082253605127,0.000652796239592135,0.000652796239592135,1.3759524822235107,1.3759524822235107,0.03999999910593033,0.03999999910593033,-0.8559242486953735,20.542917251586914,0.010204081423580647,0.0,0.0
39,env000073,13,R,0.03,100,1.5760209560394287,2.5138144493103027,9.494621276855469,0.0,0.024330992251634598,1.5760209560394287,0.6284536123275757,0.0,0.024330992251634598,2.2288055419921875,0.005041052587330341,0.00506976991891861,0.00506976991891861,2.2288060188293457,2.2288060188293457,0.07999999821186066,0.17000000178813934,-0.560983419418335,13.524197578430176,0.10204081982374191,0.0,0.0
40,env000082,13,R,0.03,100,0.3421534299850464,0.0012436866527423263,1.4087058305740356,0.0,0.012860012240707874,0.3421534299850464,0.00031092166318558156,0.0,0.012860012240707874,0.3553243577480316,0.0005739567568525672,0.00022996489133220166,0.00022996489133220166,0.355324387550354,0.355324387550354,0.009999999776482582,0.029999999329447746,-0.3656073808670044,14.388299942016602,0.010204081423580647,0.0,0.0
41,env000062,16,R,0.03,100,1.1934181451797485,0.41611534357070923,2.7426905632019043,0.0,0.0026973176281899214,1.1934181451797485,0.10402883589267731,0.0,0.0026973176281899214,1.3001443147659302,0.004380789585411549,0.003070599865168333,0.003070599865168333,1.3001446723937988,1.3001446723937988,0.03999999910593033,0.05000000074505806,-0.7027077674865723,21.302793502807617,0.0714285746216774,0.0,0.0
42,env000062,11,R,0.03,100,1.1311447620391846,0.01563725434243679,1.509460687637329,0.0,0.2575179636478424,1.1311447620391846,0.003909313585609198,0.0,0.2575179636478424,1.392572045326233,0.0013306732289493084,0.0006377676618285477,0.0006377676618285477,1.3925721645355225,1.3925721645355225,0.029999999329447746,0.05000000074505806,-0.8010830283164978,18.149742126464844,0.010204081423580647,0.0,0.0
43,env000076,19,R,0.03,100,0.00025736342649906874,0.0,1.2394825220108032,0.0,0.00231585162691772,0.00025736342649906874,0.0,0.0,0.00231585162691772,0.0025732149370014668,0.0017516703810542822,0.0010074721649289131,0.0010074721649289131,0.002573315752670169,0.002573315752670169,0.0,0.0,0.8603619337081909,21.85872459411621,0.0,0.0,0.0
44,env000093,16,R,0.03,100,0.07235134392976761,0.0,1.2158359289169312,0.0,0.0017715423600748181,0.07235134392976761,0.0,0.0,0.0017715423600748181,0.07412288337945938,0.0007122476235963404,0.00032749888487160206,0.00032749888487160206,0.07412291318178177,0.07412291318178177,0.0,0.0,0.17689210176467896,19.576251983642578,0.0,0.0,0.0
45,env000065,12,R,0.03,100,0.0016992397140711546,0.0,1.3430027961730957,0.0,0.0020022320095449686,0.0016992397140711546,0.0,0.0,0.0020022320095449686,0.003701471723616123,0.003535832278430462,0.00175248843152076,0.00175248843152076,0.0037016470450907946,0.0037016470450907946,0.0,0.0,0.48279130458831787,24.48487663269043,0.0,0.0,0.0
46,env000070,14,R,0.03,100,0.28487029671669006,0.0,1.0895370244979858,0.0,0.10131683945655823,0.28487029671669006,0.0,0.0,0.10131683945655823,0.3861871361732483,0.0007278906414285302,0.0002885904104914516,0.0002885904104914516,0.3861871659755707,0.3861871659755707,0.009999999776482582,0.019999999552965164,-0.20000001788139343,15.391470909118652,0.0,0.0,0.0
47,env000015,19,R,0.03,100,0.48711979389190674,0.0,1.387001872062683,0.0,0.0014221970923244953,0.48711979389190674,0.0,0.0,0.0014221970923244953,0.48854199051856995,0.000912063114810735,0.000370553694665432,0.000370553694665432,0.48854202032089233,0.48854202032089233,0.019999999552965164,0.019999999552965164,-0.37884625792503357,19.452205657958984,0.0,0.0,0.0
48,env000064,8,R,0.03,100,1.2222548723220825,0.004577302839607,1.4320411682128906,0.0,0.004755120724439621,1.2222548723220825,0.00114432570990175,0.0,0.004755120724439621,1.2281543016433716,0.0008615546394139528,0.0002562148147262633,0.0002562148147262633,1.2281543016433716,1.2281543016433716,0.03999999910593033,0.03999999910593033,-0.7053009271621704,15.122567176818848,0.010204081423580647,0.0,0.0
49,env000070,12,R,0.03,100,1.972367525100708,0.23420009016990662,1.8577200174331665,0.0,0.011560852639377117,1.972367525100708,0.058550022542476654,0.0,0.011560852639377117,2.042478561401367,0.0013928478583693504,0.0005505454610101879,0.0005505454610101879,2.042478561401367,2.042478561401367,0.07000000029802322,0.07999999821186066,-0.7885550856590271,14.484607696533203,0.040816325694322586,0.0,0.0
0,env000028,18,R,0.03,200,3.0956361293792725,0.40794986486434937,2.3998727798461914,0.0,0.05746442824602127,3.0956361293792725,0.10198746621608734,0.0,0.05746442824602127,3.2550878524780273,0.005855951923877001,0.0022013557609170675,0.0022013557609170675,3.2550880908966064,3.2550880908966064,0.10000000149011612,0.17000000178813934,-1.555902123451233,14.132913589477539,0.09183673560619354,0.0,0.0
1,env000053,3,R,0.03,200,1.1288368701934814,0.0,1.3977704048156738,0.0,0.6693114638328552,1.1288368701934814,0.0,0.0,0.6693114638328552,1.7981483936309814,0.0020687805954366922,0.0004324518085923046,0.0004324518085923046,1.7981483936309814,1.7981483936309814,0.019999999552965164,0.019999999552965164,-1.3700237274169922,23.237478256225586,0.0,0.0,0.0
2,env000071,1,R,0.03,200,1.91525399684906,0.0006970405811443925,1.4048793315887451,0.0,0.01095858309417963,1.91525399684906,0.00017426014528609812,0.0,0.01095858309417963,1.926386833190918,0.0024832014460116625,0.0007805154309608042,0.0007805154309608042,1.9263869524002075,1.9263869524002075,0.03999999910593033,0.05000000074505806,-1.3207907676696777,22.608034133911133,0.010204081423580647,0.0,0.0
3,env000098,15,R,0.03,200,0.06960020959377289,0.80455482006073,2.960965871810913,0.0,0.0028760978020727634,0.06960020959377289,0.2011387050151825,0.0,0.0028760978020727634,0.2736150026321411,0.0025325054302811623,0.001496087177656591,0.001496087177656591,0.27361515164375305,0.27361515164375305,0.0,0.0,0.23764801025390625,18.74839210510254,0.0714285746216774,0.0,0.0
4,env000079,19,R,0.03,200,0.7210086584091187,0.0,1.2884737253189087,0.0031747817993164062,0.28593721985816956,0.7210086584091187,0.0,0.0031747817993164062,0.28593721985816956,1.0101206302642822,0.004167904146015644,0.0005614988040179014,0.0005614988040179014,1.0101206302642822,1.0101206302642822,0.019999999552965164,0.019999999552965164,-0.731518566608429,28.83026885986328,0.0,0.0,0.0
5,env000064,16,R,0.03,200,2.1507623195648193,1.4816194772720337,5.635531425476074,0.0,0.004291976802051067,2.1507623195648193,0.3704048693180084,0.0,0.004291976802051067,2.5254592895507812,0.009102750569581985,0.006378251127898693,0.006378251127898693,2.5254600048065186,2.5254600048065186,0.05000000074505806,0.05999999865889549,-1.2605444192886353,23.001741409301758,0.16326530277729034,0.0,0.0
6,env000073,2,R,0.03,200,2.2311325073242188,0.13828568160533905,1.8155734539031982,0.0,0.0021856699604541063,2.2311325073242188,0.03457142040133476,0.0,0.0021856699604541063,2.2678894996643066,0.0023077325895428658,0.0006647612317465246,0.0006647612317465246,2.2678894996643066,2.2678894996643066,0.07000000029802322,0.07000000029802322,-1.0376567840576172,18.047014236450195,0.040816325694322586,0.0,0.0
7,env000098,8,R,0.03,200,0.4270240366458893,0.0,1.3868249654769897,0.0,0.7250131964683533,0.4270240366458893,0.0,0.0,0.7250131964683533,1.152037262916565,0.0036912865471094847,0.0006189935957081616,0.0006189935957081616,1.1520373821258545,1.1520373821258545,0.019999999552965164,0.029999999329447746,-0.37341687083244324,14.105127334594727,0.0,0.0,0.0
8,env000075,2,R,0.03,200,2.7644941806793213,0.0,0.7522676587104797,0.0,0.5406721830368042,2.7644941806793213,0.0,0.0,0.5406721830368042,3.305166244506836,0.0007771480013616383,0.0002300106134498492,0.0002300106134498492,3.305166244506836,3.305166244506836,0.12999999523162842,0.14000000059604645,-0.639350175857544,14.10191535949707,0.0,0.0,0.0
9,env000096,17,R,0.03,200,1.347900629043579,1.2558977603912354,3.455434799194336,0.0,0.200896218419075,1.347900629043579,0.31397444009780884,0.0,0.200896218419075,1.8627712726593018,0.005165119655430317,0.0034403821919113398,0.0034403821919113398,1.8627716302871704,1.8627716302871704,0.05000000074505806,0.07000000029802322,-0.45017096400260925,14.590926170349121,0.27551019191741943,0.0,0.0
10,env000064,13,R,0.03,200,1.4305273294448853,0.22601599991321564,2.261706829071045,0.0,0.15721815824508667,1.4305273294448853,0.05650399997830391,0.0,0.15721815824508667,1.644249439239502,0.00484875775873661,0.0007617437513545156,0.0007617437513545156,1.6442495584487915,1.6442495584487915,0.05999999865889549,0.05999999865889549,-0.5445916652679443,22.848651885986328,0.020408162847161293,0.0,0.0
11,env000065,9,R,0.03,200,0.7909975051879883,0.0,1.3894284963607788,0.0,0.0021832699421793222,0.7909975051879883,0.0,0.0,0.0021832699421793222,0.7931807637214661,0.0015550123061984777,0.00028053155983798206,0.00028053155983798206,0.7931807637214661,0.7931807637214661,0.029999999329447746,0.029999999329447746,-0.5775049924850464,16.649991989135742,0.0,0.0,0.0
